date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:02	49600/49600	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-c1c0%22	https://dashui.codescandy.com/dashuipro/docs/compiled-files.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/docs/compiled-files.html	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:03	64836/64836	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-fd44%22	https://dashui.codescandy.com/dashuipro/docs/file-structure.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/docs/file-structure.html	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:04	57762/57762	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-e1a2%22	https://dashui.codescandy.com/dashuipro/docs/resources-assets.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/docs/resources-assets.html	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:05	49132/49132	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-bfec%22	https://dashui.codescandy.com/dashuipro/docs/changelog.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/docs/changelog.html	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:05	2421/2421	---M--	200	added ('OK')	image/png	etag:%2264266d77-975%22	https://dashui.codescandy.com/dashuipro/assets/images/background/giftbox.png	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/giftbox.png	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:07	1821/1821	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-71d%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-1.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-1.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:07	76940/76940	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-12c8c%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-2.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-2.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:09	71426/71426	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-11702%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-3.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-3.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:10	9952/9952	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-26e0%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-2.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-2.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:10	62022/62022	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-f246%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-4.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-4.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:11	59806/59806	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-e99e%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-5.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-5.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:12	66900/66900	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-10554%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-6.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-6.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:14	4608/4608	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-1200%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-3.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-3.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:15	72406/72406	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-11ad6%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-7.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-7.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:15	23301/23301	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-5b05%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-8.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-8.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:16	21527/21527	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-5417%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-9.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-9.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:18	719/719	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-2cf%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-6.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-6.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:18	18967/18967	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-4a17%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-10.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-10.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:19	24090/24090	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-5e1a%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-12.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-12.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:21	7411/7411	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-1cf3%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-4.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-4.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:21	34645/34645	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-8755%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-13.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-13.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:22	30895/30895	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-78af%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-14.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-14.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:23	31175/31175	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-79c7%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-15.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-15.jpg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:25	8830/8830	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-227e%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-5.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/brand-logo-5.svg	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:26	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-15d9d%22	https://dashui.codescandy.com/dashuipro/assets/libs/jquery/dist/jquery.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/jquery/dist/jquery.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:27	80599/80599	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-13ad7%22	https://dashui.codescandy.com/dashuipro/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:28	75779/75779	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-12803%22	https://dashui.codescandy.com/dashuipro/assets/libs/feather-icons/dist/feather.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/feather-icons/dist/feather.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:29	65856/65856	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-10140%22	https://dashui.codescandy.com/dashuipro/assets/libs/simplebar/dist/simplebar.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/simplebar/dist/simplebar.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:30	4021/4021	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-fb5%22	https://dashui.codescandy.com/dashuipro/assets/js/theme.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/theme.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:31	494428/494428	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-78b5c%22	https://dashui.codescandy.com/dashuipro/assets/libs/apexcharts/dist/apexcharts.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/apexcharts/dist/apexcharts.min.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:32	22498/22498	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-57e2%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/chart.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/chart.js	(from https://dashui.codescandy.com/dashuipro/index.html)
14:33:33	2304/2304	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-900%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/chrome.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/chrome.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:34	18447/18447	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-480f%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/firefox.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/firefox.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:35	4682/4682	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-124a%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/brave.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/brave.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:36	54556/54556	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-d51c%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/safari.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/safari.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:37	2428/2428	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-97c%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/ie.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/ie.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:38	1753/1753	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-6d9%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/opera.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/opera.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:39	1787/1787	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-6fb%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/microsoft-edge.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/browser-svg/microsoft-edge.svg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:40	32716/32716	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-7fcc%22	https://dashui.codescandy.com/dashuipro/assets/libs/jsvectormap/dist/js/jsvectormap.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/jsvectormap/dist/js/jsvectormap.min.js	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:41	102233/102233	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-18f59%22	https://dashui.codescandy.com/dashuipro/assets/libs/jsvectormap/dist/maps/world.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/jsvectormap/dist/maps/world.js	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-analytics.html)
14:33:42	160476/160476	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-272dc%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-1.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-1.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:43	109633/109633	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-1ac41%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-2.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-2.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:44	199710/199710	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-30c1e%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-3.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-3.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:45	180146/180146	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-2bfb2%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-4.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-4.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:46	156759/156759	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-26457%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-5.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-5.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:47	104166/104166	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-196e6%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-6.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-6.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:48	211130/211130	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-338ba%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-7.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-7.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-ecommerce.html)
14:33:49	20095/20095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-4e7f%22	https://dashui.codescandy.com/dashuipro/assets/libs/@popperjs/core/dist/umd/popper.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/@popperjs/core/dist/umd/popper.min.js	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-crm.html)
14:33:50	25717/25717	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-6475%22	https://dashui.codescandy.com/dashuipro/assets/libs/tippy.js/dist/tippy-bundle.umd.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/tippy.js/dist/tippy-bundle.umd.min.js	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-crm.html)
14:33:51	104708/104708	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-19904%22	https://dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-1.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-1.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-blog.html)
14:33:52	102680/102680	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-19118%22	https://dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-2.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-2.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-blog.html)
14:33:53	109301/109301	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-1aaf5%22	https://dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-3.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-3.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-blog.html)
14:33:53	115804/115804	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-1c45c%22	https://dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-4.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/blog/blog-img-4.jpg	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-blog.html)
14:33:55	788/788	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-314%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/tooltip.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/tooltip.js	(from https://dashui.codescandy.com/dashuipro/pages/dashboard-blog.html)
14:34:01	269560/269560	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-41cf8%22	https://dashui.codescandy.com/dashuipro/assets/libs/fullcalendar/main.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/fullcalendar/main.min.js	(from https://dashui.codescandy.com/dashuipro/pages/calendar.html)
14:34:03	58862/58862	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e5ee-+ZKgjIb4ixCr01+uINRo7FLIJOY%22	https://cdn.jsdelivr.net/npm/moment@2.29.1/min/moment.min.js	/home/tamuzo77/websites/dashUI/cdn.jsdelivr.net/npm/moment@2.29.1/min/moment.min.js	(from https://dashui.codescandy.com/dashuipro/pages/calendar.html)
14:34:04	50679/50679	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-c5f7%22	https://dashui.codescandy.com/dashuipro/assets/libs/flatpickr/dist/flatpickr.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/flatpickr/dist/flatpickr.min.js	(from https://dashui.codescandy.com/dashuipro/pages/calendar.html)
14:34:05	7220/7220	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1c34%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/calendar.init.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/calendar.init.js	(from https://dashui.codescandy.com/dashuipro/pages/calendar.html)
14:34:05	371/371	---M--	200	added ('OK')	image/png	etag:%2264266d77-173%22	https://dashui.codescandy.com/dashuipro/assets/images/png/dot-move.png	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/png/dot-move.png	(from https://dashui.codescandy.com/dashuipro/pages/chat-app.html)
14:34:06	24921/24921	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-6159%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-19.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-19.jpg	(from https://dashui.codescandy.com/dashuipro/pages/chat-app.html)
14:34:07	22886/22886	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-5966%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-21.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-21.jpg	(from https://dashui.codescandy.com/dashuipro/pages/chat-app.html)
14:34:09	4322/4322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-10e2%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/chat.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/chat.js	(from https://dashui.codescandy.com/dashuipro/pages/chat-app.html)
14:34:10	11210/11210	---MCZ	200	added ('OK')	text/css	etag:W/%2264266d77-2bca%22	https://dashui.codescandy.com/dashuipro/assets/libs/datatables.net-bs5/css/dataTables.bootstrap5.min.css	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/datatables.net-bs5/css/dataTables.bootstrap5.min.css	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:11	269279/269279	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-41bdf%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-8.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-8.jpg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:12	194703/194703	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-2f88f%22	https://dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-9.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/ecommerce/product-9.jpg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:13	82401/82401	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-141e1%22	https://dashui.codescandy.com/dashuipro/assets/libs/datatables/media/js/jquery.dataTables.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/datatables/media/js/jquery.dataTables.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:14	4480/4480	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1180%22	https://dashui.codescandy.com/dashuipro/assets/libs/datatables.net-bs5/js/dataTables.bootstrap5.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/datatables.net-bs5/js/dataTables.bootstrap5.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:15	17180/17180	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-431c%22	https://dashui.codescandy.com/dashuipro/assets/libs/datatables.net-responsive/js/dataTables.responsive.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/datatables.net-responsive/js/dataTables.responsive.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:16	72/72	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-48%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/datatable.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/datatable.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products.html)
14:34:17	2178/2178	---MCZ	200	added ('OK')	text/css	etag:W/%2264266d78-882%22	https://dashui.codescandy.com/dashuipro/assets/libs/tiny-slider/dist/tiny-slider.css	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/tiny-slider/dist/tiny-slider.css	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products-details.html)
14:34:18	31966/31966	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-7cde%22	https://dashui.codescandy.com/dashuipro/assets/libs/tiny-slider/dist/min/tiny-slider.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/tiny-slider/dist/min/tiny-slider.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-products-details.html)
14:34:19	11789/11789	---MCZ	200	added ('OK')	text/css	etag:W/%2264266d77-2e0d%22	https://dashui.codescandy.com/dashuipro/assets/libs/dropzone/dist/dropzone.css	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/dropzone/dist/dropzone.css	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-product-edit.html)
14:34:20	10867/10867	---MCZ	200	added ('OK')	text/css	etag:W/%2264266d77-2a73%22	https://dashui.codescandy.com/dashuipro/assets/libs/@yaireo/tagify/dist/tagify.css	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/@yaireo/tagify/dist/tagify.css	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-product-edit.html)
14:34:21	114702/114702	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1c00e%22	https://dashui.codescandy.com/dashuipro/assets/libs/dropzone/dist/min/dropzone.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/dropzone/dist/min/dropzone.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-product-edit.html)
14:34:22	216333/216333	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-34d0d%22	https://dashui.codescandy.com/dashuipro/assets/libs/quill/dist/quill.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/quill/dist/quill.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-product-edit.html)
14:34:23	58451/58451	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-e453%22	https://dashui.codescandy.com/dashuipro/assets/libs/@yaireo/tagify/dist/tagify.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/@yaireo/tagify/dist/tagify.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-product-edit.html)
14:34:24	559/559	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-22f%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/increment-value.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/increment-value.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-cart.html)
14:34:25	1483/1483	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-5cb%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/payment-logo-fedex.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/payment-logo-fedex.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
14:34:26	1392/1392	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-570%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/payment-logo-dhl.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/payment-logo-dhl.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
